stable_key	stable_key_sha256	source_file	source_line	source_function	signature	resolved_owner	resolved_function	owner_resolution_evidence	reuse_disposition	extension_summary	predecessor_paths	source_target_branch	source_algorithm	source_fields	source_constants	source_side_effects	source_calls	retail_classification	retail_delta_status	retail_va_or_empty	retail_name_or_empty	retail_semantic_status_or_empty	retail_evidence	retail_evidence_boundary	retail_falsifier	closure_receipt_sources	closure_receipt_sha256	generation32_grade	generation32_contract_state	generation32_evidence	generation32_ready_sha256	current_name_candidates	original_partition_readiness	rebuild_disposition
"[""thing.h"",175,""Hit"",""Hit(CThing* other_thing, CCollisionReport* report)""]"	ba49a6aea5ac7fd2856959afd09a903469573e6f1fe1f841de194b0d3e5820e2	thing.h	175	Hit	Hit(CThing* other_thing, CCollisionReport* report)	CThing	CThing::Hit	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	No-op body.			none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::Hit`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",176,""Damage"",""Damage(float amount,CThing *inByThis,BOOL inDamageShields=TRUE, int mesh_part_no = -1)""]"	7cbee9d18caa5f215d53e2e50b26375122c12808f2ac90518e14eb8041dfed9c	thing.h	176	Damage	Damage(float amount,CThing *inByThis,BOOL inDamageShields=TRUE, int mesh_part_no = -1)	CThing	CThing::Damage	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/EVIDENCE-REGISTER.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	all source targets (header include guard only)	No-op body.		-1;TRUE	none (read-only or no-op)		SOURCE_EXACT	SOURCE_AGREES	0x00401490	CThing__Damage_NoOp	SOURCE_INLINE	reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	Base virtual is intentionally empty; subclasses own damage behavior	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.	reverse-engineering/EVIDENCE-REGISTER.tsv	f83dbb6eddaa16deed5f2a2460d393dc4525a63ae243b6cac0c656056b69ab9a	C1_CANDIDATE_PARTIAL	OPEN_EXECUTED	BASELINE_STATIC;ANALYST_METADATA_ONLY;RUNTIME_BOUNDED;CAMPAIGN_C1_OPAQUE_PE	08ed89644ed25feb9e85fefb5b31ab2bdecbbd91b8aca720e20c53a7fbc5e73f		AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",177,""GetName"",""* GetName()""]"	db316000e72e26667dfb7bf87ca14b0cb432b13a1667eb57abb77ec8c072d51e	thing.h	177	GetName	* GetName()	CThing	CThing::GetName	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `NULL`.		NULL	none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetName`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",178,""SetName"",""SetName(char *inName)""]"	c9975c9fd9b9f6b9ba057e96ce5482a3c8d102bb97a4247b17cc8ccb7e7efdcf	thing.h	178	SetName	SetName(char *inName)	CThing	CThing::SetName	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	No-op body.			none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::SetName`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",180,""GetSoundMaterial"",""GetSoundMaterial()""]"	c7f0273fb8bca637e228a81caa19fe46cc33b26d0f5734744b8148cf48d11eed	thing.h	180	GetSoundMaterial	GetSoundMaterial()	CThing	CThing::GetSoundMaterial	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `SM_DEFAULT`.		SM_DEFAULT	none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::GetSoundMaterial`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",186,""ClipToGround"",""ClipToGround()""]"	0e99eb400d277c70cc55cdb03ecabde1fd2730842c3708541dd3a7c8c3c9b514	thing.h	186	ClipToGround	ClipToGround()	CThing	CThing::ClipToGround	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `TRUE`.		TRUE	none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::ClipToGround`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",187,""Gravity"",""Gravity()""]"	799ca4a9af8b237d9782ccda9957c1ced9fff3b1ef2eae51f93649f8a301c37d	thing.h	187	Gravity	Gravity()	CThing	CThing::Gravity	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/ghidra-unit-entity-squad112-static-20260810-v1/contracts.tsv;local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/EVIDENCE-REGISTER.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	all source targets (header include guard only)	Returns `0.01f`.		0.01f	none (read-only or no-op)		SOURCE_EXACT	SOURCE_AGREES	0x004014b0	CThing__GravityDefault	SOURCE_INLINE	reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv	Returns exact source default 0.01f	Contradictory pristine-byte or independently reviewed semantic evidence showing this VA does not implement this exact source line/signature.	local-lab/ghidra-unit-entity-squad112-static-20260810-v1/contracts.tsv	0a3d0a6ddcc81aee8175bcc20b65c82c7bbed6b3b3669e90ca000c1cc7223fc4	C1_CANDIDATE_PARTIAL	OPEN_EXECUTED	BASELINE_STATIC;ANALYST_METADATA_ONLY;RUNTIME_BOUNDED;CAMPAIGN_C1_STATIC_RECEIPT	08ed89644ed25feb9e85fefb5b31ab2bdecbbd91b8aca720e20c53a7fbc5e73f		AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",188,""ObeyGravity"",""ObeyGravity()""]"	1fa79b1137444f53c3fa0cf9b356134c6ee6f6ba448b6d9448e6af5aa742602d	thing.h	188	ObeyGravity	ObeyGravity()	CThing	CThing::ObeyGravity	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `TRUE`.		TRUE	none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::ObeyGravity`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",189,""BounceFactor"",""BounceFactor()""]"	7b366b49985a3b53928862afea45586e8e644b7841cd11c221177f7f4458a4ff	thing.h	189	BounceFactor	BounceFactor()	CThing	CThing::BounceFactor	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `0`.		0	none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::BounceFactor`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
"[""thing.h"",190,""COfGHeight"",""COfGHeight()""]"	3432ddc35a9c08140fa9e3855ef99cc75687ff2b556b33e2e1b851f173b382d3	thing.h	190	COfGHeight	COfGHeight()	CThing	CThing::COfGHeight	thing.h:65 DECLARE_MULTI_INTERFACE_CLASS(CThing, ...), closed at line 252	EXTENDED	Recovered the lexical class owner from the pinned macro class declaration, then reran qualified-name and promoted-semantic joins.	local-lab/hermes-kanban-campaign-2026-08-22/source-first-expansion/partition.tsv;references/Onslaught/thing.h;reverse-engineering/binary-analysis/cactor-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cbattleengine-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/ccomplexthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/cthing-vtable-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv	all source targets (header include guard only)	Returns `0`.		0	none (read-only or no-op)		NO_MATCH_FOUND	SOURCE_ONLY				reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;promoted CThing/CActor/CBattleEngine/CComplexThing semantic tables;resolved lexical owner	No supported target after repaired-owner direct-name search and promoted-semantic search; bounded negative only, not binary absence or proof of inlining/folding.	A named semantic/body/xref authority locating a compiler-emitted or folded retail implementation of `CThing::COfGHeight`.								AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	PARTIAL: Level100ActorRegistry/Level100ActorMechanics carry bounded Level-100 actor state, but no generic CThing/CComplexThing/CActor source-class port owns this exact row.
